time[sec],Gx[dps],Gy[dps],Gz[dps],Ax[mG],Ay[mG],Az[mG],ATotal[mG],Ts[deg.C],Ts[deg.F],GPIO[hex]
1.358,0.7625,-5.95,-0.35,-70.75,-1008.25,550.375,1150.8633,31.9727,89.5509,600
1.359,0.475,-6.325,-0.4375,-102.375,-989.25,555.5,1139.156,31.977,89.5586,600
1.36,0.575,-6.7875,-0.6625,-94.875,-974.75,568.375,1132.3378,31.977,89.5586,600
1.361,0.8375,-7.0625,-0.825,-90.5,-958,615.875,1142.4781,31.9727,89.5509,600
1.362,0.725,-7.4,-0.825,-116,-933.125,674.25,1157.0615,31.9684,89.5432,600
1.363,0.15,-7.9375,-0.7375,-102.125,-922.875,706.625,1166.8105,31.9727,89.5509,600
1.364,-0.1375,-8.575,-0.55,-125.25,-910.125,713.25,1163.0738,31.9684,89.5432,600
1.365,-0.025,-9.1625,-0.5125,-103.375,-917.625,723.125,1172.8733,31.9727,89.5509,600
1.366,0.0375,-9.925,-0.3,-133.625,-909,755.75,1189.6616,31.9684,89.5432,600
1.367,-0.4125,-10.7375,-0.0625,-158.875,-898.5,774.625,1196.9074,31.9727,89.5509,600
1.368,-1.05,-11.525,-0.0375,-132.125,-910,748.625,1185.7472,31.977,89.5586,600
1.369,-1.325,-12.1875,0.0375,-88.375,-918.125,701.625,1158.8966,31.9727,89.5509,600
1.37,-1.1875,-12.65,0.2125,-73.125,-932.375,675.75,1153.8234,31.9684,89.5432,600
1.371,-1.2625,-13.0625,0.4,-50.375,-953.75,665.625,1164.1449,31.977,89.5586,600
1.372,-1.725,-13.3,0.475,-4.875,-980.75,633.125,1167.3652,31.9727,89.5509,600
1.373,-2.1625,-13.4,0.4375,13.125,-1028.625,568.125,1175.1628,31.9684,89.5432,600
1.374,-2.1375,-13.4,0.4125,9.625,-1075.25,488.25,1180.9502,31.9684,89.5432,600
1.375,-1.7875,-13.4,0.4875,18,-1112.25,429.125,1192.2971,31.9684,89.5432,600
1.376,-1.4625,-13.325,0.45,-30.125,-1139.375,380.25,1201.5294,31.9684,89.5432,600
1.377,-1.3125,-13.1125,0.175,-31.5,-1172.5,325.5,1217.2505,31.977,89.5586,600
1.378,-0.9,-13.0125,-0.05,-63.5,-1184.125,265.375,1215.1577,31.977,89.5586,600
1.379,-0.2625,-12.95,-0.2,-51,-1187.625,226.875,1210.1762,31.977,89.5586,600
1.38,0.4,-12.8,-0.45,-29.375,-1190.625,219.125,1210.9775,31.977,89.5586,600
1.381,0.925,-12.375,-0.7,4.25,-1181.5,245.5,1206.7438,31.977,89.5586,600
1.382,1.325,-11.8875,-0.9875,31,-1151.5,286.25,1186.9508,31.977,89.5586,600
1.383,1.55,-11.5,-1.1375,5.125,-1105.625,319.625,1150.9097,31.977,89.5586,600
1.384,1.7875,-11.225,-1.25,-45.625,-1039,351.375,1097.7555,31.9684,89.5432,600
1.385,1.9625,-11.275,-1.2125,-96.25,-965.375,394.25,1047.2087,31.9727,89.5509,600
1.386,1.8875,-11.6,-1.1625,-116.5,-903,441.875,1012.0448,31.9727,89.5509,600
1.387,1.625,-12.05,-1.05,-161.375,-831,474.5,970.4397,31.9727,89.5509,600
1.388,1.0625,-12.525,-0.9,-183.625,-783.875,480.875,937.7734,31.9684,89.5432,600
1.389,0.4875,-13.2375,-0.6375,-197.375,-733.25,470.125,893.1013,31.9684,89.5432,600
1.39,-0.025,-13.9,-0.25,-143.25,-685.125,467.75,841.8473,31.9684,89.5432,600
1.391,-0.85,-14.4,0.2,-113.375,-685.125,451.125,828.1086,31.9727,89.5509,600
1.392,-1.8875,-14.7875,0.65,-114.375,-711.625,396,822.3793,31.977,89.5586,600
1.393,-2.725,-15.2,0.925,-128.875,-781.75,321.75,855.1403,31.9684,89.5432,600
1.394,-3.025,-15.6125,1.0125,-135.875,-876.5,245.375,920.2843,31.9684,89.5432,600
1.395,-2.975,-15.95,1.075,-161.125,-970.125,183.75,1000.4338,31.9684,89.5432,600
1.396,-3.025,-16.325,1.2375,-174.875,-1067.875,123.25,1089.0954,31.9684,89.5432,600
1.397,-2.9625,-16.5625,1.3,-140,-1161.25,62,1171.3008,31.9727,89.5509,600
1.398,-2.325,-16.6125,1.1875,-144.375,-1230.25,16.875,1238.8075,31.9727,89.5509,600
1.399,-1.5125,-16.425,0.925,-147.875,-1265,5,1273.6236,31.9727,89.5509,600
1.4,-1.0375,-16.1875,0.525,-183,-1285.625,6.875,1298.6023,31.977,89.5586,600
1.401,-0.6,-16,0,-234.5,-1280.875,-2.875,1302.1671,31.977,89.5586,600
1.402,-0.1125,-15.95,-0.5875,-285.5,-1265.25,-9.875,1297.0988,31.977,89.5586,600
1.403,0.4875,-16.125,-1.0875,-309.625,-1243,1.375,1280.9834,31.977,89.5586,600
1.404,1.3625,-16.225,-1.4625,-318.75,-1177.25,50.875,1220.6995,31.9727,89.5509,600
1.405,1.6875,-16.45,-1.75,-311.5,-1111.625,110.125,1159.6853,31.9684,89.5432,600
1.406,1.6125,-16.7125,-1.9125,-247.5,-1044.375,147.25,1083.355,31.9684,89.5432,600
1.407,1.6375,-16.9875,-1.8375,-214.625,-941,167.25,979.5496,31.9727,89.5509,600
1.408,1.45,-17.35,-1.7125,-153.25,-858.5,173.75,889.2114,31.977,89.5586,600
1.409,0.925,-17.625,-1.6375,-99.875,-782.375,170.25,806.8895,31.977,89.5586,600
1.41,0.125,-17.7875,-1.4875,-91.375,-748,149.875,768.3202,31.9727,89.5509,600
1.411,-0.6625,-17.8625,-1.375,-21.125,-767.5,107.125,775.2279,31.9727,89.5509,600
1.412,-1.0375,-17.8625,-1.125,68,-798.125,54.25,802.8515,31.9684,89.5432,600
1.413,-0.925,-17.5125,-0.6875,152.5,-850.875,27.5,864.8704,31.9727,89.5509,600
1.414,-0.7875,-16.8625,-0.1375,200.25,-901.125,30.375,923.6065,31.977,89.5586,600
1.415,-0.875,-16.3125,0.425,183.25,-942.625,38.875,961.0586,31.9727,89.5509,600
1.416,-1.1375,-15.8625,0.8,129,-985.75,21.125,994.3794,31.977,89.5586,600
1.417,-1.1,-15.5375,0.975,61.5,-1025.125,-14.125,1027.0653,31.977,89.5586,600
1.418,-0.575,-15.1625,1.025,-12.25,-1051.5,-27.5,1051.9309,31.9727,89.5509,600
1.419,-0.05,-14.8625,1.05,-135.125,-1047.625,0,1056.3034,31.9684,89.5432,600
1.42,-0.1125,-14.8875,0.975,-250.5,-1045.875,30.375,1075.8845,31.977,89.5586,600
1.421,-0.3625,-15.125,0.75,-294.375,-1046.5,38.5,1087.7965,31.9727,89.5509,600
1.422,-0.1875,-15.2875,0.6125,-327.5,-1046.125,42.75,1097.0239,31.9684,89.5432,600
1.423,0.2125,-15.575,0.525,-395.75,-1036.625,70,1111.8046,31.9727,89.5509,600
1.424,0.1625,-16.3375,0.5,-482.625,-995.875,96.75,1110.88,31.9727,89.5509,600
1.425,-0.5,-17.2875,0.2,-496.75,-971.75,75.375,1093.9561,31.9727,89.5509,600
1.426,-1.1,-18.3125,-0.1125,-499.875,-978.5,9.125,1098.8269,31.9727,89.5509,600
1.427,-1.0125,-19.05,-0.5125,-430.25,-1004,-38.375,1092.9793,31.9727,89.5509,600
1.428,-0.65,-19.625,-0.925,-336.25,-1026.25,-29.125,1080.3247,31.9813,89.5663,600
1.429,-0.7875,-19.9125,-1.1875,-210.125,-1044.5,-8.75,1065.462,31.9727,89.5509,600
1.43,-1.25,-19.9125,-1.2125,-100.5,-1077.375,-24.875,1082.3382,31.9727,89.5509,600
1.431,-1.15,-19.775,-1.05,-28.5,-1117.25,-59.125,1119.1763,31.9813,89.5663,600
1.432,-0.3375,-19.4,-1.0375,45.625,-1137.25,-57.375,1139.6101,31.9684,89.5432,600
1.433,0.275,-19.1,-1.075,17.5,-1133.875,-21.75,1134.2186,31.9684,89.5432,600
1.434,0.375,-18.7375,-1.3,25.875,-1115.125,2.25,1115.4274,31.9727,89.5509,600
1.435,0.575,-18.3125,-1.3,16.125,-1063.375,6.75,1063.5187,31.977,89.5586,600
1.436,1.05,-17.8125,-1.175,29.125,-1017.125,25,1017.849,31.977,89.5586,600
1.437,1.5125,-17.325,-1.0375,10.375,-956.375,82.375,959.9721,31.9727,89.5509,600
1.438,1.4,-17,-0.925,-45.75,-893.625,145.375,906.5278,31.9727,89.5509,600
1.439,0.675,-17.0125,-0.6375,-125.875,-863.375,158.875,886.8496,31.9727,89.5509,600
1.44,0.225,-17.3,-0.225,-219.625,-817.75,127.625,856.2934,31.9684,89.5432,600
1.441,0.1625,-17.85,0.0625,-278.75,-787.375,100.625,841.3004,31.977,89.5586,600
1.442,0.0125,-18.5625,0.225,-268.625,-782.875,95.25,833.1418,31.977,89.5586,600
1.443,-0.7375,-19.05,0.35,-205.75,-791.5,93.125,823.0903,31.9684,89.5432,600
1.444,-1.625,-19.2125,0.4875,-141.625,-837.875,63.375,852.12,31.9684,89.5432,600
1.445,-2.075,-19.1,0.475,-72.5,-909.125,8.875,912.0544,31.977,89.5586,600
1.446,-1.9625,-18.8875,0.5,-28.625,-972.75,-28.875,973.5994,31.9727,89.5509,600
1.447,-1.9625,-18.5875,0.5375,-22.875,-1046.25,-51.75,1047.7788,31.9727,89.5509,600
1.448,-2.275,-18.275,0.475,-46.25,-1131.5,-96.625,1136.5596,31.977,89.5586,600
1.449,-2.025,-18.0625,0.4,-94.5,-1196.75,-156.75,1210.6657,31.9684,89.5432,600
1.45,-1.05,-17.9625,0.15,-140.625,-1232.25,-192.875,1255.1559,31.9727,89.5509,600
1.451,-0.0875,-17.8375,-0.1,-159.5,-1239.5,-185.125,1263.3573,31.977,89.5586,600
1.452,0.575,-17.55,-0.3,-146.875,-1199.375,-132.875,1215.6185,31.9684,89.5432,600
1.453,0.6875,-17.1875,-0.4875,-147.5,-1155.5,-86,1168.0464,31.9727,89.5509,600
1.454,0.6875,-16.85,-0.7375,-196.875,-1113.25,-66.75,1132.4932,31.9727,89.5509,600
1.455,1,-17,-0.8625,-285.875,-1053.375,-54.75,1092.8499,31.977,89.5586,600
1.456,1.3875,-17.3875,-1.0125,-314.75,-1007.5,-18.875,1055.6894,31.977,89.5586,600
1.457,1.525,-17.925,-1.075,-351.125,-935.75,31.875,999.9664,31.9727,89.5509,600
1.458,1.05,-18.475,-1.1,-331,-871.625,60.375,934.3106,31.977,89.5586,600
1.459,0.3,-19.1125,-1.05,-272.75,-833.125,55,878.3592,31.977,89.5586,600
1.46,-0.125,-19.65,-0.95,-223.375,-801.625,44.75,833.3676,31.977,89.5586,600
1.461,-0.4625,-19.95,-0.8625,-158,-821.375,41.375,837.4561,31.9727,89.5509,600
1.462,-0.9,-20.0625,-0.7625,-57.25,-867.75,36.125,870.3865,31.977,89.5586,600
1.463,-1.2,-19.975,-0.5375,-5.75,-913.625,9,913.6874,31.9727,89.5509,600
1.464,-1.3,-19.825,-0.3125,42.625,-971.875,-24.125,973.1084,31.977,89.5586,600
1.465,-1.0125,-19.5875,-0.0375,57.875,-1014.25,-38.625,1016.6339,31.9727,89.5509,600
1.466,-0.6625,-19.0875,0.15,63.875,-1040.875,-18.5,1042.9971,31.9684,89.5432,600
1.467,-0.5875,-18.6375,0.1375,65.75,-1075.75,1.75,1077.7589,31.9684,89.5432,600
1.468,-0.45,-18.0625,0.1,49.75,-1091,0.125,1092.1337,31.9684,89.5432,600
1.469,-0.075,-17.525,0.2,-27.875,-1071.375,1.875,1071.7392,31.9684,89.5432,600
1.47,0.2125,-17.175,0.25,-137.875,-1044,10.625,1053.1184,31.9727,89.5509,600
1.471,0.1875,-17.175,0.1625,-263.5,-1007.875,10.125,1041.7998,31.9727,89.5509,600
1.472,0.0125,-17.65,0,-356.25,-993.25,-1.875,1055.2076,31.9684,89.5432,600
1.473,0.1125,-18.15,-0.3,-341.875,-996.125,-4.375,1053.1679,31.977,89.5586,600
1.474,0.575,-18.5375,-0.325,-317.75,-963.5,29.75,1014.979,31.977,89.5586,600
1.475,0.5,-18.775,-0.325,-268.25,-924.125,76.625,965.3168,31.977,89.5586,600
1.476,-0.4125,-19.025,-0.3,-210.75,-906.75,82.75,934.5901,31.9684,89.5432,600
1.477,-1.3375,-19.1875,-0.2625,-154.75,-922.875,33.75,936.3679,31.977,89.5586,600
1.478,-1.7125,-19.2375,-0.375,-135.25,-973.625,-34.75,983.5882,31.977,89.5586,600
1.479,-1.4125,-19.2125,-0.625,-115.875,-1025.625,-84.5,1035.6032,31.9684,89.5432,600
1.48,-0.975,-19.2375,-0.8,-81.75,-1046.875,-99.625,1054.7774,31.9684,89.5432,600
1.481,-1.075,-19.125,-0.7875,-37,-1074.75,-113.625,1081.3728,31.9684,89.5432,600
1.482,-1.1875,-18.7125,-0.675,27.875,-1109.375,-140.125,1118.537,31.9684,89.5432,600
1.483,-0.6125,-18.175,-0.55,69.625,-1127.375,-152.125,1139.721,31.9684,89.5432,600
1.484,0.3375,-17.6125,-0.575,64.5,-1135.875,-126.375,1144.7021,31.9684,89.5432,600
1.485,0.8375,-17.1625,-0.55,-23.625,-1092.25,-85.5,1095.846,31.9684,89.5432,600
1.486,0.725,-16.95,-0.4625,-103.375,-1038.25,-54.25,1044.793,31.977,89.5586,600
1.487,0.6125,-16.975,-0.3375,-173.625,-988.5,-49.125,1004.8339,31.9684,89.5432,600
1.488,0.8125,-17.15,-0.3125,-225.875,-963.25,-46,990.4474,31.9727,89.5509,600
1.489,1.3375,-17.5,-0.3,-290.25,-930,-9.375,974.2859,31.9684,89.5432,600
1.49,1.525,-17.8375,-0.325,-298.25,-878.375,62.25,929.7154,31.9684,89.5432,600
1.491,0.8375,-18.4375,-0.05,-345.125,-833.5,114.5,909.3645,31.9684,89.5432,600
1.492,-0.075,-19.1,0.15,-301.5,-815.5,103.875,875.6326,31.9684,89.5432,600
1.493,-0.775,-19.7625,0.2125,-256.75,-842.625,61.375,883.0087,31.9727,89.5509,600
1.494,-0.95,-20.05,0.1625,-227.125,-887.75,27.625,916.76,31.9727,89.5509,600
1.495,-0.9875,-20.1625,-0.0125,-177.625,-932.125,28.5,949.326,31.977,89.5586,600
1.496,-1.3375,-20.2625,-0.075,-126.375,-980.625,24.125,989.0288,31.977,89.5586,600
1.497,-1.7125,-20.075,-0.15,-14.375,-1036.25,8.875,1036.3877,31.9684,89.5432,600
1.498,-1.775,-19.75,-0.1375,30.5,-1102.625,-16.125,1103.1646,31.9727,89.5509,600
1.499,-1.2875,-19.1375,-0.3125,81.875,-1142.625,-23.75,1145.8008,31.9684,89.5432,600
1.5,-0.9125,-18.375,-0.3875,32.625,-1155.625,-29.125,1156.4522,31.977,89.5586,600
1.501,-0.8375,-17.9,-0.425,-83.75,-1159.25,-57.375,1163.6866,31.977,89.5586,600
1.502,-0.5125,-17.85,-0.5125,-197.125,-1131.375,-93.375,1152.2094,31.9727,89.5509,600
1.503,0.1125,-18.1,-0.625,-240.25,-1105.125,-112.5,1136.5199,31.977,89.5586,600
1.504,0.7625,-18.25,-0.8125,-228.25,-1059.5,-94.375,1087.9085,31.977,89.5586,600
1.505,1.15,-18.3,-0.875,-222.75,-1015.125,-50.625,1040.5091,31.9727,89.5509,600
1.506,1.225,-18.35,-0.8125,-192.625,-961,9,980.1563,31.9727,89.5509,600
1.507,0.875,-18.425,-0.65,-163.25,-904.125,51.125,920.1665,31.9727,89.5509,600
1.508,0.3375,-18.525,-0.575,-128.875,-873.375,63,885.0772,31.9727,89.5509,600
1.509,-0.1875,-18.825,-0.4625,-142.625,-848.625,40.125,861.4617,31.9684,89.5432,600
1.51,-0.6125,-18.9875,-0.4625,-117,-854.75,0.25,862.7205,31.9727,89.5509,600
1.511,-0.9125,-18.9875,-0.475,-102,-877.125,-39.625,883.9244,31.9727,89.5509,600
1.512,-1.05,-18.85,-0.4875,-70.875,-914.125,-66,919.2409,31.9727,89.5509,600
1.513,-1.1875,-18.7375,-0.4875,-32.625,-972,-84.125,976.179,31.9727,89.5509,600
1.514,-1.1875,-18.6125,-0.35,49.125,-1029.125,-100.5,1035.1868,31.9727,89.5509,600
1.515,-1.025,-18.25,-0.075,54.625,-1072.125,-109.625,1079.0985,31.9727,89.5509,600
1.516,-0.8,-17.7625,0.15,6.75,-1098.125,-123.5,1105.0685,31.9727,89.5509,600
1.517,-0.45,-17.5125,0.25,-36.125,-1114.375,-129.875,1122.4991,31.977,89.5586,600
1.518,0.0375,-17.275,0.175,-95.5,-1116,-127.625,1127.3262,31.9727,89.5509,600
1.519,0.7375,-17.0625,-0.0375,-153.5,-1090.125,-86.875,1104.3016,31.977,89.5586,600
1.52,1.0125,-17.075,-0.075,-221.125,-1051.75,-40.75,1075.5161,31.9727,89.5509,600
1.521,0.8375,-17.2,-0.1,-256,-1011.5,-2,1043.3946,31.977,89.5586,600
1.522,0.6625,-17.5875,-0.05,-346.875,-984,10.75,1043.4049,31.9727,89.5509,600
1.523,0.6875,-18.05,-0.1875,-350.25,-973,18.5,1034.2854,31.977,89.5586,600
1.524,0.7625,-18.675,-0.2625,-380.625,-930.375,42.375,1006.1156,31.977,89.5586,600
1.525,0.475,-19.3375,-0.25,-376,-891.625,63,969.7114,31.977,89.5586,600
